,datapoint,template,row,column,dtype
14299,"S.27.01.04.04,r1370,c0290",S.27.01.04.04,r1370,c0290,float64
14300,"S.27.01.04.04,r1380,c0290",S.27.01.04.04,r1380,c0290,float64
14301,"S.27.01.04.04,r1390,c0290",S.27.01.04.04,r1390,c0290,float64
14302,"S.27.01.04.04,r1400,c0290",S.27.01.04.04,r1400,c0290,float64
14303,"S.27.01.04.04,r1590,c0290",S.27.01.04.04,r1590,c0290,float64
14304,"S.27.01.04.04,r1600,c0290",S.27.01.04.04,r1600,c0290,float64
14305,"S.27.01.04.04,r1610,c0290",S.27.01.04.04,r1610,c0290,float64
14306,"S.27.01.04.04,r1620,c0290",S.27.01.04.04,r1620,c0290,int64
14307,"S.27.01.04.05,r1730,c0300",S.27.01.04.05,r1730,c0300,float64
14308,"S.27.01.04.05,r1740,c0300",S.27.01.04.05,r1740,c0300,float64
14309,"S.27.01.04.05,r1750,c0300",S.27.01.04.05,r1750,c0300,float64
14310,"S.27.01.04.05,r1760,c0300",S.27.01.04.05,r1760,c0300,float64
14311,"S.27.01.04.05,r1770,c0300",S.27.01.04.05,r1770,c0300,float64
14312,"S.27.01.04.05,r1780,c0300",S.27.01.04.05,r1780,c0300,float64
14313,"S.27.01.04.05,r1790,c0300",S.27.01.04.05,r1790,c0300,float64
14314,"S.27.01.04.05,r1800,c0300",S.27.01.04.05,r1800,c0300,float64
14315,"S.27.01.04.05,r1810,c0300",S.27.01.04.05,r1810,c0300,float64
14316,"S.27.01.04.05,r1820,c0300",S.27.01.04.05,r1820,c0300,float64
14317,"S.27.01.04.05,r1830,c0300",S.27.01.04.05,r1830,c0300,float64
14318,"S.27.01.04.05,r1840,c0300",S.27.01.04.05,r1840,c0300,int64
14319,"S.27.01.04.05,r1850,c0300",S.27.01.04.05,r1850,c0300,int64
14320,"S.27.01.04.05,r1860,c0300",S.27.01.04.05,r1860,c0300,float64
14321,"S.27.01.04.05,r1870,c0300",S.27.01.04.05,r1870,c0300,float64
14322,"S.27.01.04.05,r1880,c0300",S.27.01.04.05,r1880,c0300,float64
14323,"S.27.01.04.05,r1890,c0300",S.27.01.04.05,r1890,c0300,float64
14324,"S.27.01.04.05,r1900,c0300",S.27.01.04.05,r1900,c0300,float64
14325,"S.27.01.04.05,r1910,c0300",S.27.01.04.05,r1910,c0300,float64
14326,"S.27.01.04.05,r1630,c0310",S.27.01.04.05,r1630,c0310,float64
14327,"S.27.01.04.05,r1640,c0310",S.27.01.04.05,r1640,c0310,float64
14328,"S.27.01.04.05,r1650,c0310",S.27.01.04.05,r1650,c0310,float64
14329,"S.27.01.04.05,r1660,c0310",S.27.01.04.05,r1660,c0310,float64
14330,"S.27.01.04.05,r1670,c0310",S.27.01.04.05,r1670,c0310,float64
14331,"S.27.01.04.05,r1680,c0310",S.27.01.04.05,r1680,c0310,float64
14332,"S.27.01.04.05,r1690,c0310",S.27.01.04.05,r1690,c0310,int64
14333,"S.27.01.04.05,r1700,c0310",S.27.01.04.05,r1700,c0310,float64
14334,"S.27.01.04.05,r1710,c0310",S.27.01.04.05,r1710,c0310,float64
14335,"S.27.01.04.05,r1720,c0310",S.27.01.04.05,r1720,c0310,float64
14336,"S.27.01.04.05,r1630,c0320",S.27.01.04.05,r1630,c0320,float64
14337,"S.27.01.04.05,r1640,c0320",S.27.01.04.05,r1640,c0320,float64
14338,"S.27.01.04.05,r1650,c0320",S.27.01.04.05,r1650,c0320,float64
14339,"S.27.01.04.05,r1660,c0320",S.27.01.04.05,r1660,c0320,float64
14340,"S.27.01.04.05,r1670,c0320",S.27.01.04.05,r1670,c0320,float64
14341,"S.27.01.04.05,r1680,c0320",S.27.01.04.05,r1680,c0320,float64
14342,"S.27.01.04.05,r1690,c0320",S.27.01.04.05,r1690,c0320,int64
14343,"S.27.01.04.05,r1700,c0320",S.27.01.04.05,r1700,c0320,float64
14344,"S.27.01.04.05,r1710,c0320",S.27.01.04.05,r1710,c0320,float64
14345,"S.27.01.04.05,r1720,c0320",S.27.01.04.05,r1720,c0320,float64
14346,"S.27.01.04.05,r1630,c0330",S.27.01.04.05,r1630,c0330,int64
14347,"S.27.01.04.05,r1640,c0330",S.27.01.04.05,r1640,c0330,int64
14348,"S.27.01.04.05,r1650,c0330",S.27.01.04.05,r1650,c0330,int64
14349,"S.27.01.04.05,r1660,c0330",S.27.01.04.05,r1660,c0330,int64
14350,"S.27.01.04.05,r1670,c0330",S.27.01.04.05,r1670,c0330,int64
14351,"S.27.01.04.05,r1680,c0330",S.27.01.04.05,r1680,c0330,int64
14352,"S.27.01.04.05,r1690,c0330",S.27.01.04.05,r1690,c0330,int64
14353,"S.27.01.04.05,r1700,c0330",S.27.01.04.05,r1700,c0330,int64
14354,"S.27.01.04.05,r1710,c0330",S.27.01.04.05,r1710,c0330,int64
14355,"S.27.01.04.05,r1720,c0330",S.27.01.04.05,r1720,c0330,int64
14356,"S.27.01.04.05,r1630,c0340",S.27.01.04.05,r1630,c0340,float64
14357,"S.27.01.04.05,r1640,c0340",S.27.01.04.05,r1640,c0340,float64
14358,"S.27.01.04.05,r1650,c0340",S.27.01.04.05,r1650,c0340,float64
14359,"S.27.01.04.05,r1660,c0340",S.27.01.04.05,r1660,c0340,float64
14360,"S.27.01.04.05,r1670,c0340",S.27.01.04.05,r1670,c0340,float64
14361,"S.27.01.04.05,r1680,c0340",S.27.01.04.05,r1680,c0340,float64
14362,"S.27.01.04.05,r1690,c0340",S.27.01.04.05,r1690,c0340,float64
14363,"S.27.01.04.05,r1700,c0340",S.27.01.04.05,r1700,c0340,float64
14364,"S.27.01.04.05,r1710,c0340",S.27.01.04.05,r1710,c0340,float64
14365,"S.27.01.04.05,r1630,c0350",S.27.01.04.05,r1630,c0350,float64
14366,"S.27.01.04.05,r1640,c0350",S.27.01.04.05,r1640,c0350,float64
14367,"S.27.01.04.05,r1650,c0350",S.27.01.04.05,r1650,c0350,float64
14368,"S.27.01.04.05,r1660,c0350",S.27.01.04.05,r1660,c0350,float64
14369,"S.27.01.04.05,r1670,c0350",S.27.01.04.05,r1670,c0350,float64
14370,"S.27.01.04.05,r1680,c0350",S.27.01.04.05,r1680,c0350,float64
14371,"S.27.01.04.05,r1690,c0350",S.27.01.04.05,r1690,c0350,int64
14372,"S.27.01.04.05,r1700,c0350",S.27.01.04.05,r1700,c0350,float64
14373,"S.27.01.04.05,r1710,c0350",S.27.01.04.05,r1710,c0350,float64
14374,"S.27.01.04.05,r1720,c0350",S.27.01.04.05,r1720,c0350,float64
14375,"S.27.01.04.05,r1910,c0350",S.27.01.04.05,r1910,c0350,float64
14376,"S.27.01.04.05,r1920,c0350",S.27.01.04.05,r1920,c0350,float64
14377,"S.27.01.04.05,r1930,c0350",S.27.01.04.05,r1930,c0350,float64
14378,"S.27.01.04.05,r1940,c0350",S.27.01.04.05,r1940,c0350,int64
14379,"S.27.01.04.05,r1630,c0360",S.27.01.04.05,r1630,c0360,float64
14380,"S.27.01.04.05,r1640,c0360",S.27.01.04.05,r1640,c0360,float64
14381,"S.27.01.04.05,r1650,c0360",S.27.01.04.05,r1650,c0360,float64
14382,"S.27.01.04.05,r1660,c0360",S.27.01.04.05,r1660,c0360,float64
14383,"S.27.01.04.05,r1670,c0360",S.27.01.04.05,r1670,c0360,float64
14384,"S.27.01.04.05,r1680,c0360",S.27.01.04.05,r1680,c0360,float64
14385,"S.27.01.04.05,r1690,c0360",S.27.01.04.05,r1690,c0360,int64
14386,"S.27.01.04.05,r1700,c0360",S.27.01.04.05,r1700,c0360,float64
14387,"S.27.01.04.05,r1710,c0360",S.27.01.04.05,r1710,c0360,float64
14388,"S.27.01.04.05,r1720,c0360",S.27.01.04.05,r1720,c0360,float64
14389,"S.27.01.04.05,r1910,c0360",S.27.01.04.05,r1910,c0360,float64
14390,"S.27.01.04.05,r1920,c0360",S.27.01.04.05,r1920,c0360,float64
14391,"S.27.01.04.05,r1630,c0370",S.27.01.04.05,r1630,c0370,float64
14392,"S.27.01.04.05,r1640,c0370",S.27.01.04.05,r1640,c0370,float64
14393,"S.27.01.04.05,r1650,c0370",S.27.01.04.05,r1650,c0370,float64
14394,"S.27.01.04.05,r1660,c0370",S.27.01.04.05,r1660,c0370,float64
14395,"S.27.01.04.05,r1670,c0370",S.27.01.04.05,r1670,c0370,float64
14396,"S.27.01.04.05,r1680,c0370",S.27.01.04.05,r1680,c0370,float64
14397,"S.27.01.04.05,r1690,c0370",S.27.01.04.05,r1690,c0370,int64
14398,"S.27.01.04.05,r1700,c0370",S.27.01.04.05,r1700,c0370,float64
14399,"S.27.01.04.05,r1710,c0370",S.27.01.04.05,r1710,c0370,float64
14400,"S.27.01.04.05,r1720,c0370",S.27.01.04.05,r1720,c0370,float64
14401,"S.27.01.04.05,r1910,c0370",S.27.01.04.05,r1910,c0370,float64
14402,"S.27.01.04.05,r1920,c0370",S.27.01.04.05,r1920,c0370,float64
14403,"S.27.01.04.05,r1630,c0380",S.27.01.04.05,r1630,c0380,int64
14404,"S.27.01.04.05,r1640,c0380",S.27.01.04.05,r1640,c0380,int64
14405,"S.27.01.04.05,r1650,c0380",S.27.01.04.05,r1650,c0380,int64
14406,"S.27.01.04.05,r1660,c0380",S.27.01.04.05,r1660,c0380,int64
14407,"S.27.01.04.05,r1670,c0380",S.27.01.04.05,r1670,c0380,int64
14408,"S.27.01.04.05,r1680,c0380",S.27.01.04.05,r1680,c0380,int64
14409,"S.27.01.04.05,r1690,c0380",S.27.01.04.05,r1690,c0380,int64
14410,"S.27.01.04.05,r1700,c0380",S.27.01.04.05,r1700,c0380,float64
14411,"S.27.01.04.05,r1710,c0380",S.27.01.04.05,r1710,c0380,float64
14412,"S.27.01.04.05,r1720,c0380",S.27.01.04.05,r1720,c0380,float64
14413,"S.27.01.04.05,r1910,c0380",S.27.01.04.05,r1910,c0380,float64
14414,"S.27.01.04.05,r1920,c0380",S.27.01.04.05,r1920,c0380,float64
14415,"S.27.01.04.05,r1930,c0380",S.27.01.04.05,r1930,c0380,float64
14416,"S.27.01.04.05,r1940,c0380",S.27.01.04.05,r1940,c0380,int64
14417,"S.27.01.04.06,r1950,c0390",S.27.01.04.06,r1950,c0390,float64
14418,"S.27.01.04.06,r1950,c0400",S.27.01.04.06,r1950,c0400,float64
14419,"S.27.01.04.06,r1950,c0410",S.27.01.04.06,r1950,c0410,float64
14420,"S.27.01.04.06,r1950,c0420",S.27.01.04.06,r1950,c0420,float64
14421,"S.27.01.04.06,r1950,c0430",S.27.01.04.06,r1950,c0430,float64
14422,"S.27.01.04.06,r1960,c0430",S.27.01.04.06,r1960,c0430,float64
14423,"S.27.01.04.06,r1970,c0430",S.27.01.04.06,r1970,c0430,int64
14424,"S.27.01.04.06,r1950,c0440",S.27.01.04.06,r1950,c0440,float64
14425,"S.27.01.04.06,r1950,c0450",S.27.01.04.06,r1950,c0450,float64
14426,"S.27.01.04.06,r1950,c0460",S.27.01.04.06,r1950,c0460,float64
14427,"S.27.01.04.06,r1960,c0460",S.27.01.04.06,r1960,c0460,float64
14428,"S.27.01.04.06,r1970,c0460",S.27.01.04.06,r1970,c0460,int64
14429,"S.27.01.04.07,r2000,c0470",S.27.01.04.07,r2000,c0470,float64
14430,"S.27.01.04.07,r2000,c0480",S.27.01.04.07,r2000,c0480,int64
14431,"S.27.01.04.07,r2000,c0490",S.27.01.04.07,r2000,c0490,float64
14432,"S.27.01.04.07,r2000,c0500",S.27.01.04.07,r2000,c0500,float64
14433,"S.27.01.04.07,r2000,c0510",S.27.01.04.07,r2000,c0510,int64
14434,"S.27.01.04.08,r2100,c0520",S.27.01.04.08,r2100,c0520,float64
14435,"S.27.01.04.08,r2100,c0530",S.27.01.04.08,r2100,c0530,float64
14436,"S.27.01.04.08,r2100,c0540",S.27.01.04.08,r2100,c0540,int64
14437,"S.27.01.04.08,r2100,c0550",S.27.01.04.08,r2100,c0550,float64
14438,"S.27.01.04.08,r2100,c0560",S.27.01.04.08,r2100,c0560,float64
14439,"S.27.01.04.08,r2100,c0570",S.27.01.04.08,r2100,c0570,int64
14440,"S.27.01.04.09,r2200,c0580",S.27.01.04.09,r2200,c0580,int64
14441,"S.27.01.04.09,r2200,c0590",S.27.01.04.09,r2200,c0590,int64
14442,"S.27.01.04.09,r2200,c0600",S.27.01.04.09,r2200,c0600,int64
14443,"S.27.01.04.09,r2200,c0610",S.27.01.04.09,r2200,c0610,int64
14444,"S.27.01.04.09,r2200,c0620",S.27.01.04.09,r2200,c0620,int64
14445,"S.27.01.04.09,r2200,c0630",S.27.01.04.09,r2200,c0630,int64
14446,"S.27.01.04.09,r2200,c0640",S.27.01.04.09,r2200,c0640,int64
14447,"S.27.01.04.09,r2200,c0650",S.27.01.04.09,r2200,c0650,object
14448,"S.27.01.04.10,r2300,c0660",S.27.01.04.10,r2300,c0660,int64
14449,"S.27.01.04.10,r2300,c0670",S.27.01.04.10,r2300,c0670,int64
14450,"S.27.01.04.10,r2300,c0680",S.27.01.04.10,r2300,c0680,int64
14451,"S.27.01.04.10,r2300,c0690",S.27.01.04.10,r2300,c0690,int64
14452,"S.27.01.04.10,r2300,c0700",S.27.01.04.10,r2300,c0700,int64
14453,"S.27.01.04.10,r2300,c0710",S.27.01.04.10,r2300,c0710,int64
14454,"S.27.01.04.10,r2300,c0720",S.27.01.04.10,r2300,c0720,int64
14455,"S.27.01.04.10,r2300,c0730",S.27.01.04.10,r2300,c0730,int64
14456,"S.27.01.04.10,r2300,c0740",S.27.01.04.10,r2300,c0740,int64
14457,"S.27.01.04.10,r2300,c0750",S.27.01.04.10,r2300,c0750,object
14458,"S.27.01.04.11,r2400,c0760",S.27.01.04.11,r2400,c0760,int64
14459,"S.27.01.04.11,r2410,c0760",S.27.01.04.11,r2410,c0760,int64
14460,"S.27.01.04.11,r2420,c0760",S.27.01.04.11,r2420,c0760,int64
14461,"S.27.01.04.11,r2400,c0770",S.27.01.04.11,r2400,c0770,int64
14462,"S.27.01.04.11,r2420,c0770",S.27.01.04.11,r2420,c0770,int64
14463,"S.27.01.04.11,r2400,c0780",S.27.01.04.11,r2400,c0780,int64
14464,"S.27.01.04.11,r2410,c0780",S.27.01.04.11,r2410,c0780,int64
14465,"S.27.01.04.11,r2420,c0780",S.27.01.04.11,r2420,c0780,int64
14466,"S.27.01.04.12,r2500,c0790",S.27.01.04.12,r2500,c0790,float64
14467,"S.27.01.04.12,r2500,c0800",S.27.01.04.12,r2500,c0800,float64
14468,"S.27.01.04.12,r2500,c0810",S.27.01.04.12,r2500,c0810,int64
14469,"S.27.01.04.12,r2500,c0820",S.27.01.04.12,r2500,c0820,float64
14470,"S.27.01.04.12,r2500,c0830",S.27.01.04.12,r2500,c0830,float64
14471,"S.27.01.04.12,r2500,c0840",S.27.01.04.12,r2500,c0840,int64
14472,"S.27.01.04.13,r2600,c0850",S.27.01.04.13,r2600,c0850,int64
14473,"S.27.01.04.13,r2600,c0860",S.27.01.04.13,r2600,c0860,float64
14474,"S.27.01.04.13,r2600,c0870",S.27.01.04.13,r2600,c0870,float64
14475,"S.27.01.04.13,r2600,c0880",S.27.01.04.13,r2600,c0880,int64
14476,"S.27.01.04.14,r2700,c0890",S.27.01.04.14,r2700,c0890,float64
14477,"S.27.01.04.14,r2710,c0890",S.27.01.04.14,r2710,c0890,float64
14478,"S.27.01.04.14,r2720,c0890",S.27.01.04.14,r2720,c0890,float64
14479,"S.27.01.04.14,r2730,c0890",S.27.01.04.14,r2730,c0890,float64
14480,"S.27.01.04.14,r2740,c0890",S.27.01.04.14,r2740,c0890,float64
14481,"S.27.01.04.14,r2750,c0890",S.27.01.04.14,r2750,c0890,int64
14482,"S.27.01.04.14,r2700,c0900",S.27.01.04.14,r2700,c0900,float64
14483,"S.27.01.04.14,r2710,c0900",S.27.01.04.14,r2710,c0900,float64
14484,"S.27.01.04.14,r2720,c0900",S.27.01.04.14,r2720,c0900,float64
14485,"S.27.01.04.14,r2730,c0900",S.27.01.04.14,r2730,c0900,float64
14486,"S.27.01.04.14,r2740,c0900",S.27.01.04.14,r2740,c0900,float64
14487,"S.27.01.04.14,r2700,c0910",S.27.01.04.14,r2700,c0910,float64
14488,"S.27.01.04.14,r2710,c0910",S.27.01.04.14,r2710,c0910,float64
14489,"S.27.01.04.14,r2720,c0910",S.27.01.04.14,r2720,c0910,float64
14490,"S.27.01.04.14,r2730,c0910",S.27.01.04.14,r2730,c0910,float64
14491,"S.27.01.04.14,r2740,c0910",S.27.01.04.14,r2740,c0910,float64
14492,"S.27.01.04.14,r2700,c0920",S.27.01.04.14,r2700,c0920,float64
14493,"S.27.01.04.14,r2710,c0920",S.27.01.04.14,r2710,c0920,float64
14494,"S.27.01.04.14,r2720,c0920",S.27.01.04.14,r2720,c0920,float64
14495,"S.27.01.04.14,r2730,c0920",S.27.01.04.14,r2730,c0920,float64
14496,"S.27.01.04.14,r2740,c0920",S.27.01.04.14,r2740,c0920,float64
14497,"S.27.01.04.14,r2750,c0920",S.27.01.04.14,r2750,c0920,int64
14498,"S.27.01.04.14,r2700,c0930",S.27.01.04.14,r2700,c0930,float64
14499,"S.27.01.04.14,r2710,c0930",S.27.01.04.14,r2710,c0930,float64
14500,"S.27.01.04.14,r2720,c0930",S.27.01.04.14,r2720,c0930,float64
14501,"S.27.01.04.14,r2730,c0930",S.27.01.04.14,r2730,c0930,float64
14502,"S.27.01.04.14,r2740,c0930",S.27.01.04.14,r2740,c0930,float64
14503,"S.27.01.04.14,r2750,c0930",S.27.01.04.14,r2750,c0930,int64
14504,"S.27.01.04.14,r2700,c0940",S.27.01.04.14,r2700,c0940,float64
14505,"S.27.01.04.14,r2710,c0940",S.27.01.04.14,r2710,c0940,float64
14506,"S.27.01.04.14,r2720,c0940",S.27.01.04.14,r2720,c0940,float64
14507,"S.27.01.04.14,r2730,c0940",S.27.01.04.14,r2730,c0940,float64
14508,"S.27.01.04.14,r2740,c0940",S.27.01.04.14,r2740,c0940,float64
14509,"S.27.01.04.14,r2750,c0940",S.27.01.04.14,r2750,c0940,int64
14510,"S.27.01.04.14,r2700,c0950",S.27.01.04.14,r2700,c0950,int64
14511,"S.27.01.04.14,r2710,c0950",S.27.01.04.14,r2710,c0950,int64
14512,"S.27.01.04.14,r2720,c0950",S.27.01.04.14,r2720,c0950,int64
14513,"S.27.01.04.14,r2730,c0950",S.27.01.04.14,r2730,c0950,int64
14514,"S.27.01.04.14,r2740,c0950",S.27.01.04.14,r2740,c0950,int64
14515,"S.27.01.04.14,r2750,c0950",S.27.01.04.14,r2750,c0950,int64
14516,"S.27.01.04.15,r2800,c0960",S.27.01.04.15,r2800,c0960,int64
14517,"S.27.01.04.15,r2810,c0960",S.27.01.04.15,r2810,c0960,int64
14518,"S.27.01.04.15,r2820,c0960",S.27.01.04.15,r2820,c0960,int64
14519,"S.27.01.04.15,r2800,c0970",S.27.01.04.15,r2800,c0970,int64
14520,"S.27.01.04.15,r2820,c0970",S.27.01.04.15,r2820,c0970,int64
14521,"S.27.01.04.15,r2800,c0980",S.27.01.04.15,r2800,c0980,int64
14522,"S.27.01.04.15,r2810,c0980",S.27.01.04.15,r2810,c0980,int64
14523,"S.27.01.04.15,r2820,c0980",S.27.01.04.15,r2820,c0980,int64
14524,"S.27.01.04.16,r2900,c0990",S.27.01.04.16,r2900,c0990,float64
14525,"S.27.01.04.16,r2910,c0990",S.27.01.04.16,r2910,c0990,float64
14526,"S.27.01.04.16,r2920,c0990",S.27.01.04.16,r2920,c0990,int64
14527,"S.27.01.04.16,r2900,c1000",S.27.01.04.16,r2900,c1000,int64
14528,"S.27.01.04.16,r2910,c1000",S.27.01.04.16,r2910,c1000,int64
14529,"S.27.01.04.16,r2920,c1000",S.27.01.04.16,r2920,c1000,int64
14530,"S.27.01.04.16,r2900,c1010",S.27.01.04.16,r2900,c1010,float64
14531,"S.27.01.04.16,r2910,c1010",S.27.01.04.16,r2910,c1010,float64
14532,"S.27.01.04.16,r2920,c1010",S.27.01.04.16,r2920,c1010,int64
14533,"S.27.01.04.16,r2900,c1020",S.27.01.04.16,r2900,c1020,float64
14534,"S.27.01.04.16,r2910,c1020",S.27.01.04.16,r2910,c1020,float64
14535,"S.27.01.04.16,r2920,c1020",S.27.01.04.16,r2920,c1020,int64
14536,"S.27.01.04.16,r2900,c1030",S.27.01.04.16,r2900,c1030,float64
14537,"S.27.01.04.16,r2910,c1030",S.27.01.04.16,r2910,c1030,float64
14538,"S.27.01.04.16,r2920,c1030",S.27.01.04.16,r2920,c1030,int64
14539,"S.27.01.04.16,r2900,c1040",S.27.01.04.16,r2900,c1040,int64
14540,"S.27.01.04.16,r2910,c1040",S.27.01.04.16,r2910,c1040,int64
14541,"S.27.01.04.16,r2920,c1040",S.27.01.04.16,r2920,c1040,int64
14542,"S.27.01.04.17,r3000,c1050",S.27.01.04.17,r3000,c1050,float64
14543,"S.27.01.04.17,r3000,c1060",S.27.01.04.17,r3000,c1060,float64
14544,"S.27.01.04.17,r3000,c1070",S.27.01.04.17,r3000,c1070,float64
14545,"S.27.01.04.17,r3000,c1080",S.27.01.04.17,r3000,c1080,float64
14546,"S.27.01.04.17,r3000,c1090",S.27.01.04.17,r3000,c1090,int64
14547,"S.27.01.04.18,r3100,c1100",S.27.01.04.18,r3100,c1100,int64
14548,"S.27.01.04.18,r3110,c1100",S.27.01.04.18,r3110,c1100,int64
14549,"S.27.01.04.18,r3120,c1100",S.27.01.04.18,r3120,c1100,int64
14550,"S.27.01.04.18,r3100,c1110",S.27.01.04.18,r3100,c1110,int64
14551,"S.27.01.04.18,r3120,c1110",S.27.01.04.18,r3120,c1110,int64
14552,"S.27.01.04.18,r3100,c1120",S.27.01.04.18,r3100,c1120,int64
14553,"S.27.01.04.18,r3110,c1120",S.27.01.04.18,r3110,c1120,int64
14554,"S.27.01.04.18,r3120,c1120",S.27.01.04.18,r3120,c1120,int64
14555,"S.27.01.04.19,r3200,c1130",S.27.01.04.19,r3200,c1130,float64
14556,"S.27.01.04.19,r3210,c1130",S.27.01.04.19,r3210,c1130,float64
14557,"S.27.01.04.19,r3220,c1130",S.27.01.04.19,r3220,c1130,float64
14558,"S.27.01.04.19,r3230,c1130",S.27.01.04.19,r3230,c1130,float64
14559,"S.27.01.04.19,r3240,c1130",S.27.01.04.19,r3240,c1130,float64
14560,"S.27.01.04.19,r3200,c1140",S.27.01.04.19,r3200,c1140,float64
14561,"S.27.01.04.19,r3210,c1140",S.27.01.04.19,r3210,c1140,float64
14562,"S.27.01.04.19,r3220,c1140",S.27.01.04.19,r3220,c1140,float64
14563,"S.27.01.04.19,r3230,c1140",S.27.01.04.19,r3230,c1140,float64
14564,"S.27.01.04.19,r3240,c1140",S.27.01.04.19,r3240,c1140,float64
14565,"S.27.01.04.19,r3250,c1140",S.27.01.04.19,r3250,c1140,int64
14566,"S.27.01.04.19,r3260,c1140",S.27.01.04.19,r3260,c1140,int64
14567,"S.27.01.04.19,r3270,c1140",S.27.01.04.19,r3270,c1140,int64
14568,"S.27.01.04.19,r3250,c1150",S.27.01.04.19,r3250,c1150,float64
14569,"S.27.01.04.19,r3260,c1150",S.27.01.04.19,r3260,c1150,int64
14570,"S.27.01.04.19,r3270,c1150",S.27.01.04.19,r3270,c1150,int64
14571,"S.27.01.04.19,r3250,c1160",S.27.01.04.19,r3250,c1160,float64
14572,"S.27.01.04.19,r3260,c1160",S.27.01.04.19,r3260,c1160,int64
14573,"S.27.01.04.19,r3270,c1160",S.27.01.04.19,r3270,c1160,int64
14574,"S.27.01.04.20,r3300,c1170",S.27.01.04.20,r3300,c1170,float64
14575,"S.27.01.04.20,r3310,c1170",S.27.01.04.20,r3310,c1170,float64
14576,"S.27.01.04.20,r3320,c1170",S.27.01.04.20,r3320,c1170,float64
14577,"S.27.01.04.20,r3330,c1170",S.27.01.04.20,r3330,c1170,float64
14578,"S.27.01.04.20,r3340,c1170",S.27.01.04.20,r3340,c1170,float64
14579,"S.27.01.04.20,r3350,c1170",S.27.01.04.20,r3350,c1170,float64
14580,"S.27.01.04.20,r3360,c1170",S.27.01.04.20,r3360,c1170,float64
14581,"S.27.01.04.20,r3370,c1170",S.27.01.04.20,r3370,c1170,float64
14582,"S.27.01.04.20,r3380,c1170",S.27.01.04.20,r3380,c1170,float64
14583,"S.27.01.04.20,r3390,c1170",S.27.01.04.20,r3390,c1170,float64
14584,"S.27.01.04.20,r3400,c1170",S.27.01.04.20,r3400,c1170,float64
14585,"S.27.01.04.20,r3410,c1170",S.27.01.04.20,r3410,c1170,float64
14586,"S.27.01.04.20,r3420,c1170",S.27.01.04.20,r3420,c1170,float64
14587,"S.27.01.04.20,r3430,c1170",S.27.01.04.20,r3430,c1170,float64
14588,"S.27.01.04.20,r3440,c1170",S.27.01.04.20,r3440,c1170,float64
14589,"S.27.01.04.20,r3450,c1170",S.27.01.04.20,r3450,c1170,float64
14590,"S.27.01.04.20,r3460,c1170",S.27.01.04.20,r3460,c1170,float64
14591,"S.27.01.04.20,r3470,c1170",S.27.01.04.20,r3470,c1170,float64
14592,"S.27.01.04.20,r3480,c1170",S.27.01.04.20,r3480,c1170,float64
14593,"S.27.01.04.20,r3490,c1170",S.27.01.04.20,r3490,c1170,float64
14594,"S.27.01.04.20,r3500,c1170",S.27.01.04.20,r3500,c1170,float64
14595,"S.27.01.04.20,r3510,c1170",S.27.01.04.20,r3510,c1170,float64
14596,"S.27.01.04.20,r3520,c1170",S.27.01.04.20,r3520,c1170,float64
14597,"S.27.01.04.20,r3530,c1170",S.27.01.04.20,r3530,c1170,float64
14598,"S.27.01.04.20,r3540,c1170",S.27.01.04.20,r3540,c1170,float64
14599,"S.27.01.04.20,r3550,c1170",S.27.01.04.20,r3550,c1170,float64
14600,"S.27.01.04.20,r3560,c1170",S.27.01.04.20,r3560,c1170,float64
14601,"S.27.01.04.20,r3570,c1170",S.27.01.04.20,r3570,c1170,float64
14602,"S.27.01.04.20,r3580,c1170",S.27.01.04.20,r3580,c1170,float64
14603,"S.27.01.04.20,r3590,c1170",S.27.01.04.20,r3590,c1170,float64
14604,"S.27.01.04.20,r3600,c1170",S.27.01.04.20,r3600,c1170,float64
14605,"S.27.01.04.20,r3300,c1180",S.27.01.04.20,r3300,c1180,float64
14606,"S.27.01.04.20,r3310,c1180",S.27.01.04.20,r3310,c1180,float64
14607,"S.27.01.04.20,r3320,c1180",S.27.01.04.20,r3320,c1180,float64
14608,"S.27.01.04.20,r3330,c1180",S.27.01.04.20,r3330,c1180,float64
14609,"S.27.01.04.20,r3340,c1180",S.27.01.04.20,r3340,c1180,float64
14610,"S.27.01.04.20,r3350,c1180",S.27.01.04.20,r3350,c1180,float64
14611,"S.27.01.04.20,r3360,c1180",S.27.01.04.20,r3360,c1180,float64
14612,"S.27.01.04.20,r3370,c1180",S.27.01.04.20,r3370,c1180,float64
14613,"S.27.01.04.20,r3380,c1180",S.27.01.04.20,r3380,c1180,float64
14614,"S.27.01.04.20,r3390,c1180",S.27.01.04.20,r3390,c1180,float64
14615,"S.27.01.04.20,r3400,c1180",S.27.01.04.20,r3400,c1180,float64
14616,"S.27.01.04.20,r3410,c1180",S.27.01.04.20,r3410,c1180,float64
14617,"S.27.01.04.20,r3420,c1180",S.27.01.04.20,r3420,c1180,float64
14618,"S.27.01.04.20,r3430,c1180",S.27.01.04.20,r3430,c1180,float64
14619,"S.27.01.04.20,r3440,c1180",S.27.01.04.20,r3440,c1180,float64
14620,"S.27.01.04.20,r3450,c1180",S.27.01.04.20,r3450,c1180,float64
14621,"S.27.01.04.20,r3460,c1180",S.27.01.04.20,r3460,c1180,float64
14622,"S.27.01.04.20,r3470,c1180",S.27.01.04.20,r3470,c1180,float64
14623,"S.27.01.04.20,r3480,c1180",S.27.01.04.20,r3480,c1180,float64
