,datapoint,template,row,column,dtype
0,"S.01.01.01.01,r0010,c0010",S.01.01.01.01,r0010,c0010,object
1,"S.01.01.01.01,r0020,c0010",S.01.01.01.01,r0020,c0010,object
2,"S.01.01.01.01,r0030,c0010",S.01.01.01.01,r0030,c0010,object
3,"S.01.01.01.01,r0040,c0010",S.01.01.01.01,r0040,c0010,object
4,"S.01.01.01.01,r0060,c0010",S.01.01.01.01,r0060,c0010,object
5,"S.01.01.01.01,r0070,c0010",S.01.01.01.01,r0070,c0010,object
6,"S.01.01.01.01,r0080,c0010",S.01.01.01.01,r0080,c0010,object
7,"S.01.01.01.01,r0090,c0010",S.01.01.01.01,r0090,c0010,object
8,"S.01.01.01.01,r0100,c0010",S.01.01.01.01,r0100,c0010,object
9,"S.01.01.01.01,r0110,c0010",S.01.01.01.01,r0110,c0010,object
10,"S.01.01.01.01,r0120,c0010",S.01.01.01.01,r0120,c0010,object
11,"S.01.01.01.01,r0130,c0010",S.01.01.01.01,r0130,c0010,object
12,"S.01.01.01.01,r0140,c0010",S.01.01.01.01,r0140,c0010,object
13,"S.01.01.01.01,r0150,c0010",S.01.01.01.01,r0150,c0010,object
14,"S.01.01.01.01,r0160,c0010",S.01.01.01.01,r0160,c0010,object
15,"S.01.01.01.01,r0170,c0010",S.01.01.01.01,r0170,c0010,object
16,"S.01.01.01.01,r0180,c0010",S.01.01.01.01,r0180,c0010,object
17,"S.01.01.01.01,r0190,c0010",S.01.01.01.01,r0190,c0010,object
18,"S.01.01.01.01,r0200,c0010",S.01.01.01.01,r0200,c0010,object
19,"S.01.01.01.01,r0210,c0010",S.01.01.01.01,r0210,c0010,object
20,"S.01.01.01.01,r0220,c0010",S.01.01.01.01,r0220,c0010,object
21,"S.01.01.01.01,r0230,c0010",S.01.01.01.01,r0230,c0010,object
22,"S.01.01.01.01,r0240,c0010",S.01.01.01.01,r0240,c0010,object
23,"S.01.01.01.01,r0250,c0010",S.01.01.01.01,r0250,c0010,object
24,"S.01.01.01.01,r0260,c0010",S.01.01.01.01,r0260,c0010,object
25,"S.01.01.01.01,r0270,c0010",S.01.01.01.01,r0270,c0010,object
26,"S.01.01.01.01,r0280,c0010",S.01.01.01.01,r0280,c0010,object
27,"S.01.01.01.01,r0290,c0010",S.01.01.01.01,r0290,c0010,object
28,"S.01.01.01.01,r0300,c0010",S.01.01.01.01,r0300,c0010,object
29,"S.01.01.01.01,r0310,c0010",S.01.01.01.01,r0310,c0010,object
30,"S.01.01.01.01,r0320,c0010",S.01.01.01.01,r0320,c0010,object
31,"S.01.01.01.01,r0330,c0010",S.01.01.01.01,r0330,c0010,object
32,"S.01.01.01.01,r0340,c0010",S.01.01.01.01,r0340,c0010,object
33,"S.01.01.01.01,r0350,c0010",S.01.01.01.01,r0350,c0010,object
34,"S.01.01.01.01,r0360,c0010",S.01.01.01.01,r0360,c0010,object
35,"S.01.01.01.01,r0370,c0010",S.01.01.01.01,r0370,c0010,object
36,"S.01.01.01.01,r0380,c0010",S.01.01.01.01,r0380,c0010,object
37,"S.01.01.01.01,r0390,c0010",S.01.01.01.01,r0390,c0010,object
38,"S.01.01.01.01,r0400,c0010",S.01.01.01.01,r0400,c0010,object
39,"S.01.01.01.01,r0410,c0010",S.01.01.01.01,r0410,c0010,object
40,"S.01.01.01.01,r0420,c0010",S.01.01.01.01,r0420,c0010,object
41,"S.01.01.01.01,r0430,c0010",S.01.01.01.01,r0430,c0010,object
42,"S.01.01.01.01,r0440,c0010",S.01.01.01.01,r0440,c0010,object
43,"S.01.01.01.01,r0450,c0010",S.01.01.01.01,r0450,c0010,object
44,"S.01.01.01.01,r0460,c0010",S.01.01.01.01,r0460,c0010,object
45,"S.01.01.01.01,r0470,c0010",S.01.01.01.01,r0470,c0010,object
46,"S.01.01.01.01,r0480,c0010",S.01.01.01.01,r0480,c0010,object
47,"S.01.01.01.01,r0500,c0010",S.01.01.01.01,r0500,c0010,object
48,"S.01.01.01.01,r0510,c0010",S.01.01.01.01,r0510,c0010,object
49,"S.01.01.01.01,r0520,c0010",S.01.01.01.01,r0520,c0010,object
50,"S.01.01.01.01,r0530,c0010",S.01.01.01.01,r0530,c0010,object
51,"S.01.01.01.01,r0540,c0010",S.01.01.01.01,r0540,c0010,object
52,"S.01.01.01.01,r0550,c0010",S.01.01.01.01,r0550,c0010,object
53,"S.01.01.01.01,r0560,c0010",S.01.01.01.01,r0560,c0010,object
54,"S.01.01.01.01,r0570,c0010",S.01.01.01.01,r0570,c0010,object
55,"S.01.01.01.01,r0580,c0010",S.01.01.01.01,r0580,c0010,object
56,"S.01.01.01.01,r0590,c0010",S.01.01.01.01,r0590,c0010,object
57,"S.01.01.01.01,r0600,c0010",S.01.01.01.01,r0600,c0010,object
58,"S.01.01.01.01,r0610,c0010",S.01.01.01.01,r0610,c0010,object
59,"S.01.01.01.01,r0620,c0010",S.01.01.01.01,r0620,c0010,object
60,"S.01.01.01.01,r0630,c0010",S.01.01.01.01,r0630,c0010,object
61,"S.01.01.01.01,r0640,c0010",S.01.01.01.01,r0640,c0010,object
62,"S.01.01.01.01,r0650,c0010",S.01.01.01.01,r0650,c0010,object
63,"S.01.01.01.01,r0660,c0010",S.01.01.01.01,r0660,c0010,object
64,"S.01.01.01.01,r0670,c0010",S.01.01.01.01,r0670,c0010,object
65,"S.01.01.01.01,r0680,c0010",S.01.01.01.01,r0680,c0010,object
66,"S.01.01.01.01,r0690,c0010",S.01.01.01.01,r0690,c0010,object
67,"S.01.01.01.01,r0740,c0010",S.01.01.01.01,r0740,c0010,object
68,"S.01.01.01.01,r0750,c0010",S.01.01.01.01,r0750,c0010,object
69,"S.01.01.01.01,r0760,c0010",S.01.01.01.01,r0760,c0010,object
70,"S.01.01.01.01,r0770,c0010",S.01.01.01.01,r0770,c0010,object
71,"S.01.02.01.01,bestandsnaam",S.01.02.01.01,besta,dsnaam,object
72,"S.01.02.01.01,herleveringnummer",S.01.02.01.01,herle,eringnummer,int64
73,"S.01.02.01.01,r0010,c0010",S.01.02.01.01,r0010,c0010,object
74,"S.01.02.01.01,r0020,c0010",S.01.02.01.01,r0020,c0010,object
75,"S.01.02.01.01,r0040,c0010",S.01.02.01.01,r0040,c0010,object
76,"S.01.02.01.01,r0050,c0010",S.01.02.01.01,r0050,c0010,object
77,"S.01.02.01.01,r0070,c0010",S.01.02.01.01,r0070,c0010,object
78,"S.01.02.01.01,r0080,c0010",S.01.02.01.01,r0080,c0010,object
79,"S.01.02.01.01,r0081,c0010",S.01.02.01.01,r0081,c0010,float64
80,"S.01.02.01.01,r0090,c0010",S.01.02.01.01,r0090,c0010,object
81,"S.01.02.01.01,r0100,c0010",S.01.02.01.01,r0100,c0010,object
82,"S.01.02.01.01,r0110,c0010",S.01.02.01.01,r0110,c0010,object
83,"S.01.02.01.01,r0120,c0010",S.01.02.01.01,r0120,c0010,object
84,"S.01.02.01.01,r0130,c0010",S.01.02.01.01,r0130,c0010,object
85,"S.01.02.01.01,r0140,c0010",S.01.02.01.01,r0140,c0010,object
86,"S.01.02.01.01,r0150,c0010",S.01.02.01.01,r0150,c0010,object
87,"S.01.02.01.01,r0170,c0010",S.01.02.01.01,r0170,c0010,object
88,"S.01.02.01.01,r0180,c0010",S.01.02.01.01,r0180,c0010,object
89,"S.01.02.01.01,r0190,c0010",S.01.02.01.01,r0190,c0010,object
90,"S.01.02.01.01,r0200,c0010",S.01.02.01.01,r0200,c0010,object
91,"S.01.02.01.01,r0210,c0010",S.01.02.01.01,r0210,c0010,object
92,"S.01.02.01.01,r0250,c0010",S.01.02.01.01,r0250,c0010,float64
93,"S.02.01.01.01,r0030,c0010",S.02.01.01.01,r0030,c0010,int64
94,"S.02.01.01.01,r0040,c0010",S.02.01.01.01,r0040,c0010,int64
95,"S.02.01.01.01,r0050,c0010",S.02.01.01.01,r0050,c0010,int64
96,"S.02.01.01.01,r0060,c0010",S.02.01.01.01,r0060,c0010,float64
97,"S.02.01.01.01,r0070,c0010",S.02.01.01.01,r0070,c0010,float64
98,"S.02.01.01.01,r0080,c0010",S.02.01.01.01,r0080,c0010,int64
99,"S.02.01.01.01,r0090,c0010",S.02.01.01.01,r0090,c0010,int64
100,"S.02.01.01.01,r0100,c0010",S.02.01.01.01,r0100,c0010,float64
101,"S.02.01.01.01,r0110,c0010",S.02.01.01.01,r0110,c0010,int64
102,"S.02.01.01.01,r0120,c0010",S.02.01.01.01,r0120,c0010,float64
103,"S.02.01.01.01,r0130,c0010",S.02.01.01.01,r0130,c0010,float64
104,"S.02.01.01.01,r0140,c0010",S.02.01.01.01,r0140,c0010,float64
105,"S.02.01.01.01,r0150,c0010",S.02.01.01.01,r0150,c0010,float64
106,"S.02.01.01.01,r0160,c0010",S.02.01.01.01,r0160,c0010,int64
107,"S.02.01.01.01,r0170,c0010",S.02.01.01.01,r0170,c0010,int64
108,"S.02.01.01.01,r0180,c0010",S.02.01.01.01,r0180,c0010,float64
109,"S.02.01.01.01,r0190,c0010",S.02.01.01.01,r0190,c0010,int64
110,"S.02.01.01.01,r0200,c0010",S.02.01.01.01,r0200,c0010,int64
111,"S.02.01.01.01,r0210,c0010",S.02.01.01.01,r0210,c0010,int64
112,"S.02.01.01.01,r0220,c0010",S.02.01.01.01,r0220,c0010,int64
113,"S.02.01.01.01,r0230,c0010",S.02.01.01.01,r0230,c0010,float64
114,"S.02.01.01.01,r0240,c0010",S.02.01.01.01,r0240,c0010,int64
115,"S.02.01.01.01,r0250,c0010",S.02.01.01.01,r0250,c0010,int64
116,"S.02.01.01.01,r0260,c0010",S.02.01.01.01,r0260,c0010,float64
117,"S.02.01.01.01,r0270,c0010",S.02.01.01.01,r0270,c0010,float64
118,"S.02.01.01.01,r0280,c0010",S.02.01.01.01,r0280,c0010,float64
119,"S.02.01.01.01,r0290,c0010",S.02.01.01.01,r0290,c0010,float64
120,"S.02.01.01.01,r0300,c0010",S.02.01.01.01,r0300,c0010,int64
121,"S.02.01.01.01,r0310,c0010",S.02.01.01.01,r0310,c0010,int64
122,"S.02.01.01.01,r0320,c0010",S.02.01.01.01,r0320,c0010,int64
123,"S.02.01.01.01,r0330,c0010",S.02.01.01.01,r0330,c0010,int64
124,"S.02.01.01.01,r0340,c0010",S.02.01.01.01,r0340,c0010,int64
125,"S.02.01.01.01,r0350,c0010",S.02.01.01.01,r0350,c0010,int64
126,"S.02.01.01.01,r0360,c0010",S.02.01.01.01,r0360,c0010,float64
127,"S.02.01.01.01,r0370,c0010",S.02.01.01.01,r0370,c0010,int64
128,"S.02.01.01.01,r0380,c0010",S.02.01.01.01,r0380,c0010,int64
129,"S.02.01.01.01,r0390,c0010",S.02.01.01.01,r0390,c0010,int64
130,"S.02.01.01.01,r0400,c0010",S.02.01.01.01,r0400,c0010,int64
131,"S.02.01.01.01,r0410,c0010",S.02.01.01.01,r0410,c0010,float64
132,"S.02.01.01.01,r0420,c0010",S.02.01.01.01,r0420,c0010,float64
133,"S.02.01.01.01,r0500,c0010",S.02.01.01.01,r0500,c0010,float64
134,"S.02.01.01.01,r0510,c0010",S.02.01.01.01,r0510,c0010,float64
135,"S.02.01.01.01,r0520,c0010",S.02.01.01.01,r0520,c0010,float64
136,"S.02.01.01.01,r0530,c0010",S.02.01.01.01,r0530,c0010,int64
137,"S.02.01.01.01,r0540,c0010",S.02.01.01.01,r0540,c0010,float64
138,"S.02.01.01.01,r0550,c0010",S.02.01.01.01,r0550,c0010,float64
139,"S.02.01.01.01,r0560,c0010",S.02.01.01.01,r0560,c0010,float64
140,"S.02.01.01.01,r0570,c0010",S.02.01.01.01,r0570,c0010,int64
141,"S.02.01.01.01,r0580,c0010",S.02.01.01.01,r0580,c0010,float64
142,"S.02.01.01.01,r0590,c0010",S.02.01.01.01,r0590,c0010,float64
143,"S.02.01.01.01,r0600,c0010",S.02.01.01.01,r0600,c0010,int64
144,"S.02.01.01.01,r0610,c0010",S.02.01.01.01,r0610,c0010,int64
145,"S.02.01.01.01,r0620,c0010",S.02.01.01.01,r0620,c0010,int64
146,"S.02.01.01.01,r0630,c0010",S.02.01.01.01,r0630,c0010,int64
147,"S.02.01.01.01,r0640,c0010",S.02.01.01.01,r0640,c0010,int64
148,"S.02.01.01.01,r0650,c0010",S.02.01.01.01,r0650,c0010,int64
149,"S.02.01.01.01,r0660,c0010",S.02.01.01.01,r0660,c0010,int64
150,"S.02.01.01.01,r0670,c0010",S.02.01.01.01,r0670,c0010,int64
151,"S.02.01.01.01,r0680,c0010",S.02.01.01.01,r0680,c0010,int64
152,"S.02.01.01.01,r0690,c0010",S.02.01.01.01,r0690,c0010,int64
153,"S.02.01.01.01,r0700,c0010",S.02.01.01.01,r0700,c0010,int64
154,"S.02.01.01.01,r0710,c0010",S.02.01.01.01,r0710,c0010,int64
155,"S.02.01.01.01,r0720,c0010",S.02.01.01.01,r0720,c0010,int64
156,"S.02.01.01.01,r0740,c0010",S.02.01.01.01,r0740,c0010,int64
157,"S.02.01.01.01,r0750,c0010",S.02.01.01.01,r0750,c0010,int64
158,"S.02.01.01.01,r0760,c0010",S.02.01.01.01,r0760,c0010,int64
159,"S.02.01.01.01,r0770,c0010",S.02.01.01.01,r0770,c0010,int64
160,"S.02.01.01.01,r0780,c0010",S.02.01.01.01,r0780,c0010,float64
161,"S.02.01.01.01,r0790,c0010",S.02.01.01.01,r0790,c0010,int64
162,"S.02.01.01.01,r0800,c0010",S.02.01.01.01,r0800,c0010,int64
163,"S.02.01.01.01,r0810,c0010",S.02.01.01.01,r0810,c0010,int64
164,"S.02.01.01.01,r0820,c0010",S.02.01.01.01,r0820,c0010,float64
165,"S.02.01.01.01,r0830,c0010",S.02.01.01.01,r0830,c0010,float64
166,"S.02.01.01.01,r0840,c0010",S.02.01.01.01,r0840,c0010,float64
167,"S.02.01.01.01,r0850,c0010",S.02.01.01.01,r0850,c0010,int64
168,"S.02.01.01.01,r0860,c0010",S.02.01.01.01,r0860,c0010,int64
169,"S.02.01.01.01,r0870,c0010",S.02.01.01.01,r0870,c0010,int64
170,"S.02.01.01.01,r0880,c0010",S.02.01.01.01,r0880,c0010,float64
171,"S.02.01.01.01,r0900,c0010",S.02.01.01.01,r0900,c0010,float64
172,"S.02.01.01.01,r1000,c0010",S.02.01.01.01,r1000,c0010,float64
173,"S.02.01.01.01,r0010,c0020",S.02.01.01.01,r0010,c0020,int64
174,"S.02.01.01.01,r0020,c0020",S.02.01.01.01,r0020,c0020,int64
175,"S.02.01.01.01,r0030,c0020",S.02.01.01.01,r0030,c0020,float64
176,"S.02.01.01.01,r0040,c0020",S.02.01.01.01,r0040,c0020,int64
177,"S.02.01.01.01,r0050,c0020",S.02.01.01.01,r0050,c0020,int64
178,"S.02.01.01.01,r0060,c0020",S.02.01.01.01,r0060,c0020,float64
179,"S.02.01.01.01,r0070,c0020",S.02.01.01.01,r0070,c0020,float64
180,"S.02.01.01.01,r0080,c0020",S.02.01.01.01,r0080,c0020,int64
181,"S.02.01.01.01,r0090,c0020",S.02.01.01.01,r0090,c0020,int64
182,"S.02.01.01.01,r0100,c0020",S.02.01.01.01,r0100,c0020,float64
183,"S.02.01.01.01,r0110,c0020",S.02.01.01.01,r0110,c0020,int64
184,"S.02.01.01.01,r0120,c0020",S.02.01.01.01,r0120,c0020,float64
185,"S.02.01.01.01,r0130,c0020",S.02.01.01.01,r0130,c0020,float64
186,"S.02.01.01.01,r0140,c0020",S.02.01.01.01,r0140,c0020,float64
187,"S.02.01.01.01,r0150,c0020",S.02.01.01.01,r0150,c0020,float64
188,"S.02.01.01.01,r0160,c0020",S.02.01.01.01,r0160,c0020,int64
189,"S.02.01.01.01,r0170,c0020",S.02.01.01.01,r0170,c0020,int64
190,"S.02.01.01.01,r0180,c0020",S.02.01.01.01,r0180,c0020,float64
191,"S.02.01.01.01,r0190,c0020",S.02.01.01.01,r0190,c0020,int64
192,"S.02.01.01.01,r0200,c0020",S.02.01.01.01,r0200,c0020,int64
193,"S.02.01.01.01,r0210,c0020",S.02.01.01.01,r0210,c0020,int64
194,"S.02.01.01.01,r0220,c0020",S.02.01.01.01,r0220,c0020,int64
195,"S.02.01.01.01,r0230,c0020",S.02.01.01.01,r0230,c0020,float64
196,"S.02.01.01.01,r0240,c0020",S.02.01.01.01,r0240,c0020,int64
197,"S.02.01.01.01,r0250,c0020",S.02.01.01.01,r0250,c0020,int64
198,"S.02.01.01.01,r0260,c0020",S.02.01.01.01,r0260,c0020,float64
199,"S.02.01.01.01,r0270,c0020",S.02.01.01.01,r0270,c0020,int64
200,"S.02.01.01.01,r0280,c0020",S.02.01.01.01,r0280,c0020,int64
201,"S.02.01.01.01,r0290,c0020",S.02.01.01.01,r0290,c0020,int64
202,"S.02.01.01.01,r0300,c0020",S.02.01.01.01,r0300,c0020,int64
203,"S.02.01.01.01,r0310,c0020",S.02.01.01.01,r0310,c0020,int64
204,"S.02.01.01.01,r0320,c0020",S.02.01.01.01,r0320,c0020,int64
205,"S.02.01.01.01,r0330,c0020",S.02.01.01.01,r0330,c0020,int64
206,"S.02.01.01.01,r0340,c0020",S.02.01.01.01,r0340,c0020,int64
207,"S.02.01.01.01,r0350,c0020",S.02.01.01.01,r0350,c0020,int64
208,"S.02.01.01.01,r0360,c0020",S.02.01.01.01,r0360,c0020,float64
209,"S.02.01.01.01,r0370,c0020",S.02.01.01.01,r0370,c0020,int64
210,"S.02.01.01.01,r0380,c0020",S.02.01.01.01,r0380,c0020,int64
211,"S.02.01.01.01,r0390,c0020",S.02.01.01.01,r0390,c0020,int64
212,"S.02.01.01.01,r0400,c0020",S.02.01.01.01,r0400,c0020,int64
213,"S.02.01.01.01,r0410,c0020",S.02.01.01.01,r0410,c0020,float64
214,"S.02.01.01.01,r0420,c0020",S.02.01.01.01,r0420,c0020,float64
215,"S.02.01.01.01,r0500,c0020",S.02.01.01.01,r0500,c0020,float64
216,"S.02.01.01.01,r0510,c0020",S.02.01.01.01,r0510,c0020,float64
217,"S.02.01.01.01,r0520,c0020",S.02.01.01.01,r0520,c0020,float64
218,"S.02.01.01.01,r0560,c0020",S.02.01.01.01,r0560,c0020,float64
219,"S.02.01.01.01,r0600,c0020",S.02.01.01.01,r0600,c0020,int64
220,"S.02.01.01.01,r0610,c0020",S.02.01.01.01,r0610,c0020,int64
221,"S.02.01.01.01,r0650,c0020",S.02.01.01.01,r0650,c0020,int64
222,"S.02.01.01.01,r0690,c0020",S.02.01.01.01,r0690,c0020,int64
223,"S.02.01.01.01,r0730,c0020",S.02.01.01.01,r0730,c0020,int64
224,"S.02.01.01.01,r0740,c0020",S.02.01.01.01,r0740,c0020,int64
225,"S.02.01.01.01,r0750,c0020",S.02.01.01.01,r0750,c0020,int64
226,"S.02.01.01.01,r0760,c0020",S.02.01.01.01,r0760,c0020,int64
227,"S.02.01.01.01,r0770,c0020",S.02.01.01.01,r0770,c0020,int64
228,"S.02.01.01.01,r0780,c0020",S.02.01.01.01,r0780,c0020,int64
229,"S.02.01.01.01,r0790,c0020",S.02.01.01.01,r0790,c0020,int64
230,"S.02.01.01.01,r0800,c0020",S.02.01.01.01,r0800,c0020,int64
231,"S.02.01.01.01,r0810,c0020",S.02.01.01.01,r0810,c0020,int64
232,"S.02.01.01.01,r0820,c0020",S.02.01.01.01,r0820,c0020,float64
233,"S.02.01.01.01,r0830,c0020",S.02.01.01.01,r0830,c0020,float64
234,"S.02.01.01.01,r0840,c0020",S.02.01.01.01,r0840,c0020,float64
235,"S.02.01.01.01,r0850,c0020",S.02.01.01.01,r0850,c0020,int64
236,"S.02.01.01.01,r0860,c0020",S.02.01.01.01,r0860,c0020,int64
237,"S.02.01.01.01,r0870,c0020",S.02.01.01.01,r0870,c0020,int64
238,"S.02.01.01.01,r0880,c0020",S.02.01.01.01,r0880,c0020,float64
239,"S.02.01.01.01,r0900,c0020",S.02.01.01.01,r0900,c0020,float64
240,"S.02.01.01.01,r1000,c0020",S.02.01.01.01,r1000,c0020,float64
241,"S.02.02.01.01,r0020,c0020",S.02.02.01.01,r0020,c0020,float64
242,"S.02.02.01.01,r0030,c0020",S.02.02.01.01,r0030,c0020,float64
243,"S.02.02.01.01,r0040,c0020",S.02.02.01.01,r0040,c0020,float64
244,"S.02.02.01.01,r0050,c0020",S.02.02.01.01,r0050,c0020,int64
245,"S.02.02.01.01,r0060,c0020",S.02.02.01.01,r0060,c0020,float64
246,"S.02.02.01.01,r0070,c0020",S.02.02.01.01,r0070,c0020,float64
247,"S.02.02.01.01,r0100,c0020",S.02.02.01.01,r0100,c0020,float64
248,"S.02.02.01.01,r0110,c0020",S.02.02.01.01,r0110,c0020,float64
249,"S.02.02.01.01,r0120,c0020",S.02.02.01.01,r0120,c0020,float64
250,"S.02.02.01.01,r0130,c0020",S.02.02.01.01,r0130,c0020,int64
251,"S.02.02.01.01,r0140,c0020",S.02.02.01.01,r0140,c0020,float64
252,"S.02.02.01.01,r0150,c0020",S.02.02.01.01,r0150,c0020,int64
253,"S.02.02.01.01,r0160,c0020",S.02.02.01.01,r0160,c0020,int64
254,"S.02.02.01.01,r0170,c0020",S.02.02.01.01,r0170,c0020,float64
255,"S.02.02.01.01,r0200,c0020",S.02.02.01.01,r0200,c0020,float64
256,"S.02.02.01.01,r0020,c0030",S.02.02.01.01,r0020,c0030,float64
257,"S.02.02.01.01,r0030,c0030",S.02.02.01.01,r0030,c0030,float64
258,"S.02.02.01.01,r0040,c0030",S.02.02.01.01,r0040,c0030,float64
259,"S.02.02.01.01,r0050,c0030",S.02.02.01.01,r0050,c0030,int64
260,"S.02.02.01.01,r0060,c0030",S.02.02.01.01,r0060,c0030,float64
261,"S.02.02.01.01,r0070,c0030",S.02.02.01.01,r0070,c0030,float64
262,"S.02.02.01.01,r0100,c0030",S.02.02.01.01,r0100,c0030,float64
263,"S.02.02.01.01,r0110,c0030",S.02.02.01.01,r0110,c0030,float64
264,"S.02.02.01.01,r0120,c0030",S.02.02.01.01,r0120,c0030,float64
265,"S.02.02.01.01,r0130,c0030",S.02.02.01.01,r0130,c0030,int64
266,"S.02.02.01.01,r0140,c0030",S.02.02.01.01,r0140,c0030,float64
267,"S.02.02.01.01,r0150,c0030",S.02.02.01.01,r0150,c0030,float64
268,"S.02.02.01.01,r0160,c0030",S.02.02.01.01,r0160,c0030,float64
269,"S.02.02.01.01,r0170,c0030",S.02.02.01.01,r0170,c0030,float64
270,"S.02.02.01.01,r0200,c0030",S.02.02.01.01,r0200,c0030,float64
271,"S.02.02.01.01,r0020,c0040",S.02.02.01.01,r0020,c0040,float64
272,"S.02.02.01.01,r0030,c0040",S.02.02.01.01,r0030,c0040,float64
273,"S.02.02.01.01,r0040,c0040",S.02.02.01.01,r0040,c0040,float64
274,"S.02.02.01.01,r0050,c0040",S.02.02.01.01,r0050,c0040,float64
275,"S.02.02.01.01,r0060,c0040",S.02.02.01.01,r0060,c0040,float64
276,"S.02.02.01.01,r0070,c0040",S.02.02.01.01,r0070,c0040,float64
277,"S.02.02.01.01,r0100,c0040",S.02.02.01.01,r0100,c0040,float64
278,"S.02.02.01.01,r0110,c0040",S.02.02.01.01,r0110,c0040,float64
279,"S.02.02.01.01,r0120,c0040",S.02.02.01.01,r0120,c0040,float64
280,"S.02.02.01.01,r0130,c0040",S.02.02.01.01,r0130,c0040,float64
281,"S.02.02.01.01,r0140,c0040",S.02.02.01.01,r0140,c0040,float64
282,"S.02.02.01.01,r0150,c0040",S.02.02.01.01,r0150,c0040,float64
283,"S.02.02.01.01,r0160,c0040",S.02.02.01.01,r0160,c0040,float64
284,"S.02.02.01.01,r0170,c0040",S.02.02.01.01,r0170,c0040,float64
285,"S.02.02.01.01,r0200,c0040",S.02.02.01.01,r0200,c0040,int64
286,"S.02.02.01.02,r0020,c0050",S.02.02.01.02,r0020,c0050,int64
287,"S.02.02.01.02,r0030,c0050",S.02.02.01.02,r0030,c0050,float64
288,"S.02.02.01.02,r0040,c0050",S.02.02.01.02,r0040,c0050,float64
289,"S.02.02.01.02,r0050,c0050",S.02.02.01.02,r0050,c0050,float64
290,"S.02.02.01.02,r0060,c0050",S.02.02.01.02,r0060,c0050,float64
291,"S.02.02.01.02,r0070,c0050",S.02.02.01.02,r0070,c0050,float64
292,"S.02.02.01.02,r0100,c0050",S.02.02.01.02,r0100,c0050,int64
293,"S.02.02.01.02,r0110,c0050",S.02.02.01.02,r0110,c0050,float64
294,"S.02.02.01.02,r0120,c0050",S.02.02.01.02,r0120,c0050,float64
295,"S.02.02.01.02,r0130,c0050",S.02.02.01.02,r0130,c0050,float64
296,"S.02.02.01.02,r0140,c0050",S.02.02.01.02,r0140,c0050,float64
297,"S.02.02.01.02,r0150,c0050",S.02.02.01.02,r0150,c0050,float64
298,"S.02.02.01.02,r0160,c0050",S.02.02.01.02,r0160,c0050,float64
299,"S.02.02.01.02,r0170,c0050",S.02.02.01.02,r0170,c0050,float64
300,"S.02.02.01.02,r0200,c0050",S.02.02.01.02,r0200,c0050,float64
301,"S.02.02.01.02,pages2c_oc",S.02.02.01.02,pages,c_oc,object
302,"S.03.01.01.01,r0010,c0010",S.03.01.01.01,r0010,c0010,int64
303,"S.03.01.01.01,r0020,c0010",S.03.01.01.01,r0020,c0010,int64
304,"S.03.01.01.01,r0030,c0010",S.03.01.01.01,r0030,c0010,int64
305,"S.03.01.01.01,r0040,c0010",S.03.01.01.01,r0040,c0010,int64
306,"S.03.01.01.01,r0310,c0010",S.03.01.01.01,r0310,c0010,int64
307,"S.03.01.01.01,r0320,c0010",S.03.01.01.01,r0320,c0010,int64
308,"S.03.01.01.01,r0330,c0010",S.03.01.01.01,r0330,c0010,int64
309,"S.03.01.01.01,r0400,c0010",S.03.01.01.01,r0400,c0010,int64
310,"S.03.01.01.01,r0010,c0020",S.03.01.01.01,r0010,c0020,int64
311,"S.03.01.01.01,r0020,c0020",S.03.01.01.01,r0020,c0020,int64
312,"S.03.01.01.01,r0030,c0020",S.03.01.01.01,r0030,c0020,int64
313,"S.03.01.01.01,r0040,c0020",S.03.01.01.01,r0040,c0020,int64
314,"S.03.01.01.01,r0100,c0020",S.03.01.01.01,r0100,c0020,int64
315,"S.03.01.01.01,r0110,c0020",S.03.01.01.01,r0110,c0020,int64
316,"S.03.01.01.01,r0120,c0020",S.03.01.01.01,r0120,c0020,int64
317,"S.03.01.01.01,r0130,c0020",S.03.01.01.01,r0130,c0020,int64
318,"S.03.01.01.01,r0200,c0020",S.03.01.01.01,r0200,c0020,int64
319,"S.03.01.01.01,r0210,c0020",S.03.01.01.01,r0210,c0020,int64
320,"S.03.01.01.01,r0220,c0020",S.03.01.01.01,r0220,c0020,int64
321,"S.03.01.01.01,r0230,c0020",S.03.01.01.01,r0230,c0020,int64
322,"S.03.01.01.01,r0240,c0020",S.03.01.01.01,r0240,c0020,int64
323,"S.03.01.01.01,r0300,c0020",S.03.01.01.01,r0300,c0020,int64
324,"S.03.01.01.01,r0310,c0020",S.03.01.01.01,r0310,c0020,int64
325,"S.03.01.01.01,r0330,c0020",S.03.01.01.01,r0330,c0020,int64
326,"S.03.01.01.02,r0100,c0030",S.03.01.01.02,r0100,c0030,int64
327,"S.03.01.01.02,r0110,c0030",S.03.01.01.02,r0110,c0030,int64
328,"S.03.01.01.02,r0120,c0030",S.03.01.01.02,r0120,c0030,int64
329,"S.03.01.01.02,r0130,c0030",S.03.01.01.02,r0130,c0030,int64
330,"S.03.01.01.02,r0200,c0030",S.03.01.01.02,r0200,c0030,int64
331,"S.03.01.01.02,r0210,c0040",S.03.01.01.02,r0210,c0040,int64
332,"S.03.01.01.02,r0220,c0040",S.03.01.01.02,r0220,c0040,int64
333,"S.03.01.01.02,r0230,c0040",S.03.01.01.02,r0230,c0040,int64
334,"S.03.01.01.02,r0240,c0040",S.03.01.01.02,r0240,c0040,int64
